"ratID","des_days","joint","cycle","data"
"rat22",-1,"ankle",5,73.7661628445854
"rat22",-1,"ankle",6,66.798948000188
"rat22",-1,"ankle",7,79.2801080930018
"rat22",-1,"ankle",9,71.6789099489068
"rat22",-1,"ankle",10,56.8784556189711
"rat22",-1,"ankle",12,82.2120454800148
"rat22",-1,"ankle",13,68.5851292576847
"rat22",-1,"ankle",14,71.0561764394822
"rat22",-1,"ankle",15,57.1504406442345
"rat22",-1,"ankle",16,75.538020811063
"rat22",-1,"ankle",19,74.4634525442759
"rat22",-1,"ankle",20,74.4160036514063
"rat22",-1,"ankle",21,73.1714990555039
"rat22",-1,"ankle",22,69.1742128057681
"rat22",-1,"ankle",23,72.5471561883275
"rat22",-1,"ankle",24,88.8202839108229
"rat22",-1,"ankle",26,60.7201555532448
"rat22",-1,"ankle",27,67.0682744364827
"rat22",-1,"ankle",28,63.2864043566631
"rat22",-1,"ankle",30,66.0154820255202
"rat22",-1,"ankle",31,71.1355447835445
"rat22",-1,"ankle",32,75.8948331485193
"rat22",-1,"ankle",33,83.1199433673306
"rat22",-1,"ankle",34,82.8188521244408
"rat22",-1,"ankle",35,66.5796720760796
"rat22",-1,"ankle",36,78.1050586507506
"rat22",-1,"ankle",37,74.1610803632394
"rat22",-1,"ankle",38,75.7988404487033
"rat22",-1,"ankle",39,82.3139650108495
"rat22",-1,"ankle",40,80.2012372903487
"rat22",-1,"ankle",41,87.7778465305393
"rat22",-1,"ankle",42,70.0365987382519
"rat22",-1,"ankle",43,74.1613936418381
"rat22",-1,"ankle",46,86.5294875389082
"rat22",-1,"ankle",49,76.644707412484
"rat22",-1,"ankle",52,79.9656730077481
"rat22",-1,"ankle",53,74.3465767340976
"rat22",-1,"ankle",54,76.3729519358169
"rat22",-1,"ankle",55,71.8588169971608
"rat22",-1,"ankle",56,55.0668654060795
"rat22",-1,"ankle",57,64.2524094283536
"rat22",-1,"ankle",58,79.3377505355778
"rat22",-1,"ankle",59,79.7331777102865
"rat22",-1,"ankle",60,64.9980662557594
"rat22",-1,"ankle",62,67.6798463052532
"rat22",-1,"ankle",63,77.2538353741061
"rat22",-1,"ankle",64,77.9731548166058
"rat22",-1,"ankle",65,61.8235831256103
"rat22",-1,"ankle",66,59.0994966635098
"rat22",-1,"ankle",67,82.8760796056301
"rat22",-1,"ankle",69,79.1128119737218
"rat22",-1,"ankle",70,79.3518334505846
"rat22",-1,"ankle",71,83.8035210200924
"rat22",-1,"ankle",72,72.6946943852577
"rat22",-1,"ankle",73,90.8563724956866
"rat22",-1,"ankle",74,81.8542353249549
"rat22",-1,"ankle",75,80.4401502489759
"rat22",-1,"ankle",76,80.5397466653497
"rat22",-1,"ankle",77,69.678082608893
"rat22",-1,"ankle",78,81.6167360358977
"rat22",-1,"ankle",80,68.1523976793413
"rat22",-1,"ankle",81,62.7709814613293
"rat22",-1,"ankle",82,87.3748382784057
"rat22",-1,"ankle",83,83.6141967209578
"rat22",-1,"ankle",84,82.0598922117926
"rat22",-1,"ankle",85,82.9852424080563
"rat22",1,"hip",3,40.057906434585
"rat22",1,"hip",9,38.0815659377907
"rat22",1,"hip",15,46.3495011374068
"rat22",1,"hip",16,43.3983822330359
"rat22",1,"hip",21,25.7266534245427
